ID,Date,Time,Location,Operator,Flight,Route,Type,Registration,CN_IN,Aboard,Fatalities,Ground,Survivors,SurvivalRate,Summary,ClustID
308,7/11/1991,8:40,"JEDDAH, SAUDI ARABIA",NATIONAIR (CHARTERED BY NIGERIA AIRWAYS),2120,JEDDAH - SOKOTO,MCDONNELL DOUGLAS DC-8 SUPER 61,C-GMXQ,45982/345,261,261,0,0,0,"After taking off, fire was reported in the landing gear well. The aircraft crashed while trying to return to the airport. Loss of hydraulics and electrical systems after a fire, started in the wheel when two tires disintegrated due to under inflation of one tire. This caused a fire which ignited years of accumulated flammables in the DC-8's wheel well leading to an uncontroable fire. The plane was allowed to leave with an under inflated tire. Twenty minutes prior to departure, the Nationair lead mechanimade a request for nitrogen to inflate the low tire. Nitrogen was not readily available and a delay would probably have occur procuring it. The Nationair project manager, without conferring with the flight crew, released the plane.",High Fatality
309,8/16/1991,1:55,"IMPHAL, INDIA",INDIAN AIRLINES,257,CALCUTTA - IMPHAL,BOEING B-737-2A8,VT-EFL,21497,69,69,0,0,0,Crashed into high ground during approach to Imphal. The crew failed to follow the correct approach course.,High Fatality
310,10/5/1991,15:00,"CONDET, INDONESIA",MILITARY - INDONESIAN AIR FORCE,Not Available,NOT AVAILABLE,LOCKHEED C-130H-30,A-1324,4927,135,134,1,1,0.007,The aircraft crashed into buildings during an attempted emergency landing after an engine caught fire shortly after taking off.,High Fatality
311,12/27/1991,8:51,"STOCKHOLM, SWEDEN",SCANDINAVIAN AIRLINES (SAS),751,STOCKHOLM-COPENHAGEN-WARSAW,MDONNELL DOUGLAS MD-81,OY-KHO,53003,129,0,0,129,1,"The aircraft reached an altitude of 3,000 feet and then made an emergency descent, clipping trees and made a belly landing in a field, breaking into 3 parts but staying together. Failure of both engines. Improper deicing of the aircraft led to chunks of ice breaking off and being ingested into both engines, leading to engine failure.  The crew was not trained to recognize and correct engine surges, which occurred when the ice struck the engines.The aircraft was named Dana Viking.",Low Fatality
312,1/20/1992,19:20,"MT. SAINT-ODILE, NEAR STRASBOURG, FRANCE",AIR INTER,148,LYON - STRASBOURG,AIRBUS A320-111,F-GGED,15,96,87,0,9,0.094,"The aircraft hit a mountain while on approach to Strasbourg. Design deficiencies with the mode selector switch. An incorrectly set flight control system resulted in an excessive rate of descent that went undetected.  The crew inadvertently selected 3,300 fpm descent rate on approach instead of 3.3 degree flight path angle.",High Fatality
313,7/24/1992,16:30,"MT. LALABOY,  INDONESIA",MANDALA AIRLINES,Not Available,JAKARTA - SURABAYA - UJUNG PANDANG - AMBON,VICKERS VISCOUNT 816,PK-RVU,434,70,70,0,0,0,"Crashed into Mt. Lataboy at 2,800 ft. during an approach to Ambon in a severe rainstorm.",High Fatality
314,9/28/1992,14:30,"NEAR  KATHMANDU, NEPAL",PAKISTAN INTERNATIONAL AIRLINES,268,KARACHI - KATHMANDU,AIRBUS A300B4-203,AP-BCP,25,167,167,0,0,0,"The plane hit cloud covered high ground while attempting to land, 9 nm short of the runway at Bhattedanda hill. The pilot began the descent too early and had miscalculated the aircraft's altitude. Failure of the crew to follow prescribed procedures.",High Fatality
315,7/30/1992,17:41,"JFK AIRPORT, NEW YORK, NEW YORK",TRANS WORLD AIRLINES,843,NEW YORK CITY - SAN FRANCISCO,LOCKHEED L-1011,N11002,1014,292,0,0,292,1,"Immediately after liftoff, the stick shaker activated. The takeoff was aborted but the aircraft ran off the runway and caught fire. A defective stall warning system. A design flaw that allowed the defective stall warning system to go undetected. Failure of TWA's maintenance program to correct a repetitive malfunction of the stall warning system, and inadequate crew coordination between the captain and first officer that resulted in their inappropriate response to a false stall warning.",Low Fatality
316,7/31/1992,12:45,"NEAR KATHMANDU, NEPAL",THAI AIRWAYS,311,BANGKOK - KATHMANDU,AIRBUS A310-304,HS-TID,438,113,113,0,0,0,"After experiencing difficulty in deploying the flaps while approaching Katmandu, the landing was aborted.  The ATC did not have radar service. After some confusing exchanges between the tower and the aircraft, the crew headed north instead of south to begin its second approach. The aircraft flew into a near vertical mountain wall at 240 knots. In the final seconds, the captain assessed the Ground Proximity Warning System warning as false. The accident was caused by a combination of occurrences, errors and actions by both the crew and ATC. The initial problem with the flaps, the lack of radar service, a misread chart by the crew, communication difficulties and the use of non-standard phraseology among other items led to the accident.",High Fatality
317,7/31/1992,15:12,"NANJING, JIANGSU, CHINA",CHINA GENERAL AVIATION CORPORATION,7552,NANJING - XIAMEN,YAKOVLEV YAK-42D,B-2755,2116644,126,108,0,18,0.143,"The aircraft failed to gain altitude after lift-off, touched down again and overran the runway bursting into flames 2,000 feet past the runway. Possible engine failure.",High Fatality
318,8/27/1992,22:44,"NEAR IVANOVO, RUSSIA",AEROFLOT,2808,DONETSK - IVANOVO,TUPOLEV TU-134A,CCCP-65058,49868,84,84,0,0,0,The aircraft crashed 1.5 miles from the airport during approach. Poor landing coordination by the flight crew.,High Fatality
319,9/26/1992,18:00,"NEAR LAGOS, NIGERIA",MILITARY - FEDERAL NIGERIAN AIR FORCE,Not Available,LAGOS - KADUNA,LOCKHEED C-130H,NAF911,4624,158,158,0,0,0,"The aircraft attempted to ditch into a canal after two engines failed on takeoff. After a third engine failed, the aircraft crashed into a marsh. Fuel contamination.",High Fatality
320,11/24/1992,7:52,"NEAR LIUTANG, GUANGXI, CHINA",CHINA SOUTHERN AIRLINES,3943,GUANGZHOU - GUILIN,BOEING B-737-3Y0,B-2523,24913,141,141,0,0,0,"The aircraft crashed into a 7,000 ft. mountain, 15 miles from the airport while on apporach. Malfunction of the thrust lever which caused a loss of control of the aircraft.",High Fatality
321,12/21/1992,7:53,"FARO, ALGARVE, PORTUGAL",MARTINAIR HOLLAND NV,495,AMSTERDAM - FARO,MCDONNELL DOUGLAS DC-10-30CF,PH-MBN,46924,340,56,0,284,0.835,"While attempting a second landing in high winds, during a storm, the aircraft's wing tip hit the runway resulting in the aircraft departing the runway and causing a fuel tank to explode. The high rate of descent in the final phase of the approach and the landing made on the right landing gear which exceeded the structural limitations of the aircraft.The crosswind, which exceeded the aircrafts limits and which occurred in the final phase of the approach and during landing. The combination of both factors caused stresses which exceeded the structural limitations of the aircraft.",Low Fatality
322,12/22/1992,10:00,"TRIPOLI, LIBYA",LIBYA ARAB AIRLINES / MILITARY -  LIBYA AIR FORCE,1103,BENGHAZI - TRIPOLI,BOEING B-727-2L5 / MIG23UB,5A-DIA,21050/1108,157,157,0,0,0,"Midair collision with an Libyan Air Force fighter at 3,500 ft.",High Fatality
323,2/8/1993,14:15,"NEAR TEHRAN, IRAN",IRAN AIR TOURS  /  MILITARY - IRANIAN AIR FORCE,Not Available,TEHRAN - KHORAM,TUPOLEV TU-154M / SUKHOI SU-24,EP-ITD,903,133,133,0,0,0,Midair collision with an Iranian Air Force fighter while taking off. One hundred thirty-one killed on the Tupolev and one killed on the Su-24.,High Fatality
324,3/5/1993,11:12,"SKOPJE, MACEDONIA",PALAIR MACEDONIAN,301,SKOPJE - ZÃœRICH,FOKKER 100,PH-KXL,11393,97,83,0,14,0.144,"The aircraft shuttered violently after takeoff,  rolled to the left, then right and crashed. Icing. Loss of roll controllability due to contamination on the wings with ice. Failure to de-ice the plane before taking off.",High Fatality
325,4/6/1993,1:10,"950 NM S OF  SHEMYA, ALASKA",CHINA EASTERN AIRLINES,583,SHANGHAI - LOS ANGELES,MCDONNELL DOUGLAS MD-11,B-2171,48495/461,264,2,0,262,0.992,"The slats were inadvertently deployed while at FL 330. The aircraft progressed through several pitch oscillations and lost 5,000 feet in altitude. Inadequate design of the flap/slat actuation handle that allowed the handle to be easily and inadvertently dislodged from the UP/RET position, thereby causing extension of the leading edge slats during cruise flight.",Low Fatality
326,4/26/1993,13:00,"AURANGABAD, INDIA",INDIAN AIRLINES,491,AURANGABAD - BOMBAY,BOEING B-737-2A8,VT-ECQ,20961/375,118,56,0,62,0.525,"During take off, the aircraft failed to climb and struck a vehicle on a publiroad just beyond the end of the runway. The aircraft was substantially damaged and the pilot elected to carry out a forced landing. During the attempted landing, the aircraft struck powerlines, crashed and burned.",High Fatality
327,4/27/1993,Not Available,"NEAR KHOLM, AFGHANISTAN",MILITARY - AFGHAN REPUBLICAN AIR FORCE,Not Available,KABUL - MAZAR-I- SHARIF,ANTONOV AN-32,Not Available,Not Available,76,76,0,0,0,"Crashed into a hill in poor visibility, low clouds and fog.",High Fatality
328,5/19/1993,15:04,"NEAR MEDELLIN, COLOMBIA",SAM COLOMBIA,501,PANAMA CITY - MEDELLIN,BOEING B-727-46,HK-2422X,18876/217,132,132,0,0,0,"The plane hit Mt. Paramo Frontino at 12,300 ft. while on approach to Maria Cordova Airport. Errors by the crew and the ATC. The aircraft descended into mountainous terrain before actually reaching the Abejorral NDB beacon. The VOR/DME had been sabotaged by terrorists and not in service.",High Fatality
329,7/23/1993,15:40,"YINCHUAN, CHINA",CHINA NORTHWEST AIRLINES,2119,YINCHUAN - BEIJING,BRITISH AEROSPACE 146-300,B-2716,E-3215,113,55,0,58,0.513,The aircraft crashed into a lake after it was unable to get airborne while attempting to takeoff. Mechanical failure. Flaps selected but did not extend.,High Fatality
330,7/26/1993,15:48,"HAENAM, SOUTH KOREA",ASIANA AIRLINES,733,SEOUL - MOKPO,BOEING B-737-5L9,HL-7229,24805/1878,110,68,0,42,0.382,The aircraft hit Mt. Ungeo at 800 ft. while on approach after two missed landing attempts in high winds and heavy rain. Captain's decision to land in weather that had fallen below minima.,High Fatality
331,8/28/1993,10:45,"KHORAG, TAJIKISTAN",TAJIKISTAN AIRLINES,Not Available,KHORAG - DUSHANBE,YAKOVLEV YAK-40,CCCP-87995,9541944,86,82,0,4,0.047,"While taking off, the aircraft, overloaded by 3 times the number of people the plane was designed for, never got airborne, overran the runway and crashed into the Pyanj river. The crew was coerced into taking off by armed men who commandeered the plane.",High Fatality
332,9/22/1993,18:30,"SUKHUMI, GEORGIA",TRANSAIR GEORGIA AIRLINES,Not Available,TBILISI - SUKHUMI,TUPOLEV TU-154B,CCCP-85163,76A-163,132,106,0,26,0.197,The aircraft was hit by a missile then crash landed on the runway. Terrorist act  by Abkhazian rebels.,High Fatality
333,11/13/1993,14:55,"URUMQI, CHINA",CHINA NORTHERN AIRLINES,6901,BEIJING - URUMQI,MCDONNELL DOUGLAS MD-82,B-2141,49849/1772,102,12,0,90,0.882,"The plane crashed short of the runway while landing in dense fog, hitting power lines and a wall. The autopilot disconnected during approach and re-engaged with the vertical speed mode at 800ft/min.",Low Fatality
334,11/20/1993,23:30,"NEAR OHRID, MACEDONIA",AVIAIMPEX (MACEDONIA),110,GENÃˆVE - SKOPJE,YAKOVLEV YAK-42D,RA-42390,4016557,116,116,0,0,0,The airliner crashed and exploded after an aborted landing at Ohrid Airport. The aircraft was diverted to Ohrid because of bad weather. Violation of airport traffipattern. The flight had earlier carried out a missed approach but the crew had reportedly failed to follow the normal procedure and as a result lost situational awareness.,High Fatality
335,1/3/1994,12:07,"NEAR IRRUPTS, SIBERIA, RUSSIA",BAIKAL AIR,130,IRKUTSK - MOSCOW,TUPOLEV TU-154M,RA-85656,89A801,124,124,1,0,0,"The plane crashed during takeoff following a fire in the No. 2 engine and subsequent loss of the two remaining engines. Faulty air starter unit. Crew took off ignoring the 'starter warning light' thinking it was false.  The crew underestimated the severity of the situation due to shortcomings in the operational documentation.  Breakup of the No.2 engine starter, damaging fuel and oil lines and causing a fire.",High Fatality
336,3/2/1994,17:59,"NEW YORK, NEW YORK",CONTINENTAL AIRLINES,795,NEW YORK CITY - DENVER,MCDONNELL DOUGLAS MD-82,N18835,49439,116,0,0,116,1,"The aircraft overran the runway and came to rest at the edge of the east river, after an aborted takeoff. Failure to turn on the pilot/statiheat system resulting in erroneous air speed indication. Though heavily damaged, the plane was repaired and put back into service.",Low Fatality
337,3/23/1994,0:57,"NEAR MEZHDURECHENSK, RUSSIA",AEROFLOT RUSSIAN INTERNATIONAL AIRWAYS,593,MOSCOW - HONG KONG,AIRBUS A310-304,F-OGQS,596,75,75,0,0,0,"The aircraft crashed after a captain allowed his child to manipulate the controls of the plane. The pilot's 11 year old daughter and 16 year old son were taking turns in the pilot's seat. While the boy was flying, he inadvertently disengaged the autopilot linkage to the ailerons and put the airliner in a bank of 90 degrees which caused the nose to drop sharply. The co-pilot pulled back on the yoke to obtain level flight but the plane stalled. With his seat pulled all the way back, the co-pilot in the right hand seat could not properly control the aircraft. After several stalls and rapid pull-ups the plane went into a spiral descent. In the end the co-pilot initiated a 4.8g pull-up and nearly regained a stable flight path but the aircraft struck the ground in an almost level attitude killing all aboard. The aircraft was named Glinka, after Mikhail Glinka, the father of Russian music.",High Fatality
338,4/26/1994,20:16,"NEAR KOMAKI, AICHI, JAPAN",CHINA AIRLINES (TAIWAN),140,TAIPE - NAGOYA,AIRBUS A300B4-622R,B-1816,580,271,264,0,7,0.026,"While on ILS approach to Nagoya Airport, at an altitude of 1,000 feet, the first officer inadvertently triggered the TOGA (take-off-go-around) lever. The crew tried to override this situation by turning off the autothrottle and reducing air speed. The aircraft stalled, hit the runway tail first and burst into flames. The plane crashed because of an extreme out of trim configuration brought about by the fact that the tailplane setting had moved automatically and undetected to a maximum nose-up position. The plane climbed at a steep angle until it stalled. The crew could have saved the aircraft even in the final seconds had they reverted to basiflight procedures and switched off the autopilot.",High Fatality
